rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length
17,1,0:15:39,28177,10,7,12,long service,0,1,1,4,1.265853659,-1.491979167,,,8,171.8,656.42,8,230.7,288.6,1,8,656,14
17,2,0:15:40,28209,10,7,11,smash,1,0,2,5,1.504878049,1.237447917,,,8,229.5,222.58,8,203.1,702.86,1,8,656,14
17,3,0:15:40,28224,10,7,12,defensive shot,0,0,2,2,1.296341463,-0.10984375,,,8,226.4,721.96,8,227,222.65,1,8,656,14
17,4,0:15:41,28254,10,7,11,net shot,0,1,2,1,1.180487805,0.231354167,,,2,260.7,423.2,8,240.6,704.94,1,8,656,14
17,5,0:15:42,28279,10,7,12,lob,0,0,1,9,-0.609756098,-1.469583333,,,7,249.4,566.09,7,229.5,397.44,1,8,656,14
17,6,0:15:44,28342,10,7,11,drop,0,0,2,5,1.182926829,0.92015625,,,9,130.5,194.26,8,180.4,670.42,1,8,656,14
17,7,0:15:45,28364,10,7,12,net shot,0,0,2,7,0.026829268,-0.368854167,,,8,238.7,666.18,8,160.8,256.77,1,8,656,14
17,8,0:15:46,28389,10,7,11,lob,0,1,1,4,-1.296341463,1.588645833,,,7,168.4,373.36,8,195.9,670.3,1,8,656,14
17,9,0:15:47,28421,10,7,12,drop,1,0,2,5,-0.880487805,-0.6828125,,,9,133.9,771.8,8,144.4,319.72,1,8,656,14
17,10,0:15:48,28440,10,7,11,net shot,0,0,2,8,-0.187804878,0.705625,,,8,118.5,315.12,8,120.3,755.13,1,8,656,14
17,11,0:15:48,28464,10,7,12,net shot,0,1,2,2,1.214634146,-0.174166667,,,8,177.8,635.01,8,150.1,317.01,1,8,656,14
17,12,0:15:49,28488,10,7,11,net shot,0,1,2,1,1.436585366,0.393333333,,,7,235.1,376.71,8,194.9,689.95,1,8,656,14
17,13,0:15:50,28518,10,7,12,net shot,0,0,1,7,-0.467073171,-0.118489583,,,1,274,589.26,7,233.5,386.01,1,8,656,14
17,14,0:15:51,28544,10,7,11,push/rush,0,0,2,6,-0.893902439,1.354166667,opponent's ball landed,11,7,213.4,432.53,5,284.6,598.2,1,8,656,14
20,1,0:17:54,32229,12,8,11,long service,0,1,1,8,-0.131707317,1.408333333,,,8,182.2,326.58,8,121,678.32,1,8,659,8
20,2,0:17:55,32260,12,8,12,drop,0,0,2,8,-0.214634146,-0.675885417,,,9,151.4,761,8,165.9,319.24,1,8,659,8
20,3,0:17:55,32278,12,8,11,net shot,0,0,2,8,-0.032926829,0.846614583,,,8,161.4,329.58,8,168.7,751.9,1,8,659,8
20,4,0:17:56,32297,12,8,12,lob,0,0,1,9,-0.83902439,-1.400572917,,,8,143.4,671.95,8,156.6,364.13,1,8,659,8
20,5,0:17:57,32329,12,8,11,drop,0,0,2,5,1.203658537,0.73015625,,,8,117.9,216.4,8,190.7,698.28,1,8,659,8
20,6,0:17:58,32351,12,8,12,net shot,0,0,2,2,1.2,-0.25171875,,,8,250.1,663.54,8,141,227.92,1,8,659,8
20,7,0:17:59,32381,12,8,11,net shot,0,1,2,1,1.398780488,0.304010417,,,7,248.1,397.08,8,219.9,657.33,1,8,659,8
20,8,0:18:00,32408,12,8,12,net shot,0,0,2,1,1.4,0.153802083,not pass over the net,11,1,262.8,580.15,7,221.2,410.91,1,8,659,8
24,1,0:20:17,36527,15,9,11,short service,0,1,2,1,1.185365854,0.4209375,,,8,168.3,339.49,8,213.8,678.88,1,8,663,14
24,2,0:20:18,36549,15,9,12,push/rush,0,0,1,6,1.452439024,-1.361927083,,,7,237.4,591.18,8,173.4,354.15,1,8,663,14
24,3,0:20:19,36573,15,9,11,clear,0,1,1,6,-1.030487805,1.501302083,,,6,262.1,254.25,8,230,633.16,1,8,663,14
24,4,0:20:20,36613,15,9,12,clear,1,0,1,3,-1.245121951,-1.47875,,,9,141.1,765.96,8,167.7,316.62,1,8,663,14
24,5,0:20:21,36651,15,9,11,drop,0,0,2,6,-1.27804878,1.024322917,,,5,88.8,217.17,8,167.5,711.1,1,8,663,14
24,6,0:20:22,36669,15,9,12,net shot,0,1,2,1,-1.168292683,-0.2671875,,,8,175.3,697.2,5,100.6,246.72,1,8,663,14
24,7,0:20:23,36694,15,9,11,net shot,0,0,2,2,-0.867073171,0.299010417,,,1,96.4,393.22,8,155.4,686.61,1,8,663,14
24,8,0:20:23,36718,15,9,12,net shot,0,1,2,7,-0.575609756,-0.0646875,,,7,130,572.27,7,138.2,369.26,1,8,663,14
24,9,0:20:24,36743,15,9,11,lob,0,0,1,9,-0.746341463,1.5728125,,,7,135.6,440.14,8,151.7,608.43,1,8,663,14
24,10,0:20:26,36789,15,9,12,smash,1,0,2,6,1.307317073,-0.756145833,,,9,114,776.64,8,146.6,314.49,1,8,663,14
24,11,0:20:26,36808,15,9,11,net shot,0,1,2,1,1.023170732,0.26953125,,,8,238.7,335.48,9,124.5,785.95,1,8,663,14
24,12,0:20:27,36839,15,9,12,net shot,0,0,2,2,1.279268293,-0.12046875,,,7,224.1,572.76,8,220.5,340.87,1,8,663,14
24,13,0:20:28,36864,15,9,11,lob,0,1,1,9,-0.408536585,1.689583333,,,2,254.7,396.96,7,229.5,582.08,1,8,663,14
24,14,0:20:30,36911,15,9,12,clear,1,0,2,10,-1.652439024,-1.62828125,out,11,9,154.6,789.55,8,164.2,326.98,1,8,663,14
25,1,0:20:47,37419,16,9,11,short service,0,1,2,7,-0.26097561,0.385104167,,,8,181.7,321.47,8,124,674.59,1,8,664,7
25,2,0:20:48,37442,16,9,12,net shot,0,0,2,7,0.098780488,-0.090572917,,,8,136.1,601.25,8,167.1,326.91,1,8,664,7
25,3,0:20:48,37467,16,9,11,net shot,0,0,1,7,0.252439024,0.180208333,,,7,172.2,424.78,7,176.5,570.15,1,8,664,7
25,4,0:20:49,37479,16,9,12,push/rush,0,0,2,7,-0.658536585,-0.375,,,7,189.5,566.81,7,169.5,422.69,1,8,664,7
25,5,0:20:49,37490,16,9,11,defensive shot,0,0,2,8,-0.176829268,1.419427083,,,7,164.6,391.9,7,183.2,519.8,1,8,664,7
25,6,0:20:50,37526,16,9,12,clear,0,1,1,9,-0.664634146,-1.38625,,,8,181.6,752.86,7,147.8,401.22,1,8,664,7
25,7,0:20:52,37568,16,9,11,smash,0,0,2,5,1.46097561,1.119739583,opponent's ball landed,11,8,108.5,231.76,8,184.2,730.9,1,8,664,7
35,1,0:26:10,47118,19,16,12,short service,0,1,2,7,0.426829268,-0.2234375,,,8,168.9,649.89,8,225.3,325.64,1,8,674,10
35,2,0:26:11,47131,19,16,11,net shot,0,0,2,7,0.456097561,0.254375,,,7,209.6,404.51,8,190.4,641.69,1,8,674,10
35,3,0:26:11,47154,19,16,12,lob,0,0,1,4,1.386585366,-1.459895833,,,7,200.7,574.6,7,181.7,377.77,1,8,674,10
35,4,0:26:12,47188,19,16,11,smash,1,0,2,5,1.163414634,1.208020833,,,8,204.7,226.25,8,198.6,685.1,1,8,674,10
35,5,0:26:13,47202,19,16,12,defensive shot,0,0,2,7,-0.601219512,-0.328854167,,,8,227.1,738.16,8,231.2,277.6,1,8,674,10
35,6,0:26:14,47230,19,16,11,net shot,0,0,2,7,0.003658537,0.409947917,,,7,144.9,394.54,8,209.9,723.15,1,8,674,10
35,7,0:26:15,47254,19,16,12,net shot,0,0,2,7,-0.641463415,-0.215260417,,,7,157.6,590.53,7,156,407.72,1,8,674,10
35,8,0:26:15,47277,19,16,11,net shot,0,0,2,7,-0.158536585,0.340104167,,,7,123.2,408.33,8,168.4,596.44,1,8,674,10
35,9,0:26:16,47302,19,16,12,lob,0,1,1,9,0.75,-1.4690625,,,7,181.9,584.15,7,165.6,368.7,1,8,674,10
35,10,0:26:18,47360,19,16,11,smash,1,0,2,10,1.637804878,1.0740625,out,11,8,209.6,232.12,8,195.3,714.33,1,8,674,10
36,1,0:27:05,48777,19,17,12,short service,0,1,2,7,-0.629268293,-0.282760417,,,8,189.1,664.01,8,132.1,301.66,1,8,675,10
36,2,0:27:06,48790,19,17,11,net shot,0,0,2,7,-0.030487805,0.40140625,,,7,144,399.06,8,189.4,669.09,1,8,675,10
36,3,0:27:07,48813,19,17,12,net shot,0,1,2,7,-0.153658537,-0.036354167,,,7,185,584.12,7,171.7,377.97,1,8,675,10
36,4,0:27:07,48839,19,17,11,lob,0,0,1,9,-0.357317073,1.592291667,,,7,179,443.53,8,188,596.24,1,8,675,10
36,5,0:27:09,48880,19,17,12,smash,1,0,2,8,-0.536585366,-0.765520833,,,9,167,768.79,8,149.7,327.3,1,8,675,10
36,6,0:27:09,48893,19,17,11,defensive shot,0,0,2,8,0.02804878,0.9521875,,,8,138.9,290.76,9,162.2,785.85,1,8,675,10
36,7,0:27:10,48911,19,17,12,drive,0,0,2,8,-0.08902439,-0.769791667,,,8,187.6,693.58,8,137.8,293.49,1,8,675,10
36,8,0:27:10,48927,19,17,11,defensive shot,0,0,2,7,0.236585366,0.53609375,,,8,165.3,314.07,8,194.3,695.9,1,8,675,10
36,9,0:27:11,48947,19,17,12,net shot,0,1,2,2,1.295121951,-0.4028125,,,8,215.6,604.85,8,160.2,334.66,1,8,675,10
36,10,0:27:12,48971,19,17,11,lob,0,1,2,10,-0.998780488,1.839635417,out,11,8,245.7,359.91,8,202,648.28,1,8,675,10
41,1,0:29:19,52793,21,20,11,long service,0,1,1,8,0.563414634,1.345208333,,,8,167.8,346.94,8,214.5,681.34,1,8,680,8
41,2,0:29:21,52830,21,20,12,drive,0,0,2,6,0.965853659,-0.848072917,,,9,192.6,773.53,8,173.6,295.35,1,8,680,8
41,3,0:29:21,52845,21,20,11,defensive shot,0,1,2,7,-0.807317073,0.423072917,,,8,170.6,336.94,8,191.7,730.86,1,8,680,8
41,4,0:29:22,52870,21,20,12,net shot,0,1,2,7,0.219512195,-0.112760417,,,8,123.2,607.26,8,182.2,329.13,1,8,680,8
41,5,0:29:23,52892,21,20,11,lob,0,0,1,4,-1.263414634,1.623229167,,,7,187.8,415.89,8,166.2,609.74,1,8,680,8
41,6,0:29:24,52931,21,20,12,clear,1,0,1,4,1.235365854,-1.458072917,,,9,146.8,763.98,8,154,344.76,1,8,680,8
41,7,0:29:25,52967,21,20,11,smash,1,0,2,5,1.276829268,1.201614583,,,8,235.3,222.43,8,188.7,728.72,1,8,680,8
41,8,0:29:26,52981,21,20,12,defensive shot,0,0,2,2,1.162195122,-0.285416667,not pass over the net,11,8,216.3,730.74,4,257.5,203.38,1,8,680,8
42,1,0:29:44,53546,21,21,11,short service,0,1,2,7,-0.147560976,0.294791667,,,8,179.7,346.68,8,115.8,678.36,1,8,681,19
42,2,0:29:45,53566,21,21,12,net shot,0,0,2,7,-0.079268293,-0.07875,,,7,135.2,578.49,8,164.9,351.9,1,8,681,19
42,3,0:29:46,53590,21,21,11,lob,0,0,1,8,0.926829268,1.487395833,,,7,159.1,439.74,8,155.1,599.57,1,8,681,19
42,4,0:29:47,53625,21,21,12,smash,0,0,2,6,0.968292683,-0.903802083,,,8,214.9,753.74,8,162.4,311.52,1,8,681,19
42,5,0:29:47,53636,21,21,11,defensive shot,0,1,2,7,0.635365854,0.449791667,,,8,153.7,319.52,10,242.5,814.09,1,8,681,19
42,6,0:29:48,53663,21,21,12,net shot,0,0,2,7,-0.053658537,-0.31015625,,,8,199.4,626.51,8,180.1,305.86,1,8,681,19
42,7,0:29:49,53686,21,21,11,net shot,0,0,2,7,0.295121951,0.2553125,,,7,176,400.69,8,189.4,632.16,1,8,681,19
42,8,0:29:50,53710,21,21,12,lob,0,0,1,9,0.065853659,-1.4609375,,,7,183.3,543.93,7,181.2,426.75,1,8,681,19
42,9,0:29:52,53764,21,21,11,smash,0,0,2,6,-0.92195122,1.056145833,,,9,163.5,190.17,8,188.4,695.94,1,8,681,19
42,10,0:29:52,53780,21,21,12,defensive shot,0,1,2,1,-0.936585366,-0.280364583,,,8,186.6,706.42,8,157.8,265.39,1,8,681,19
42,11,0:29:53,53810,21,21,11,net shot,0,0,2,7,-0.425609756,0.412291667,,,7,130.6,419.09,8,131.6,646.22,1,8,681,19
42,12,0:29:54,53834,21,21,12,net shot,0,1,1,7,0.301219512,-0.09203125,,,7,153.6,593.6,7,156.1,373.61,1,8,681,19
42,13,0:29:55,53853,21,21,11,push/rush,0,1,2,8,-0.151219512,0.939010417,,,7,175.9,420.42,8,169.7,606.79,1,8,681,19
42,14,0:29:55,53863,21,21,12,defensive shot,0,1,1,8,0.673170732,-0.76359375,,,8,186.4,676.61,7,174.3,418.3,1,8,681,19
42,15,0:29:55,53877,21,21,11,defensive shot,0,1,2,7,0.676829268,0.40625,,,8,160.4,351.99,8,196.1,675.3,1,8,681,19
42,16,0:29:56,53901,21,21,12,net shot,0,0,2,2,1.326829268,-0.0571875,,,8,212.5,595.97,8,176.9,341.8,1,8,681,19
42,17,0:29:57,53927,21,21,11,lob,0,1,1,9,-0.736585366,1.6709375,,,2,255.1,412.48,8,214.6,598.94,1,8,681,19
42,18,0:29:59,53976,21,21,12,smash,1,0,2,8,-0.368292683,-0.9328125,,,9,128.6,800.4,8,150.3,324.73,1,8,681,19
42,19,0:29:59,53988,21,21,11,defensive shot,0,0,2,7,0.085365854,-0.090520833,touched the net,11,8,134.5,304.26,9,124,793.26,1,8,681,19
45,1,0:31:36,56888,23,22,11,short service,0,1,2,1,1.317073171,0.32265625,,,8,169.5,336.97,8,216.8,676.39,1,8,684,36
45,2,0:31:37,56910,23,22,12,net shot,0,0,2,2,1.386585366,-0.068072917,,,7,238,571.01,8,180.8,356.42,1,8,684,36
45,3,0:31:37,56936,23,22,11,push/rush,0,1,1,3,1.352439024,1.574791667,,,2,254.3,416.85,7,229.4,589.75,1,8,684,36
45,4,0:31:39,56973,23,22,12,drive,0,0,2,8,0.031707317,-0.7709375,,,9,246.8,796.57,8,192.2,321.24,1,8,684,36
45,5,0:31:39,56987,23,22,11,defensive shot,0,0,2,2,-1.046341463,0.583385417,,,8,169.4,321.74,9,235.2,799.28,1,8,684,36
45,6,0:31:40,57015,23,22,12,net shot,0,1,2,7,-0.458536585,-0.183541667,,,8,122.7,658.11,8,164.7,295.55,1,8,684,36
45,7,0:31:41,57040,23,22,11,net shot,0,0,2,7,0.009756098,0.348125,,,7,143.4,421.01,8,166.3,619.78,1,8,684,36
45,8,0:31:42,57062,23,22,12,net shot,0,1,2,7,0.66097561,-0.12671875,,,7,175.7,558.91,7,168.4,394.09,1,8,684,36
45,9,0:31:42,57088,23,22,11,lob,0,1,1,9,-0.514634146,1.656302083,,,7,200.2,430.65,8,179,605.23,1,8,684,36
45,10,0:31:44,57141,23,22,12,drop,1,0,2,6,1.070731707,-0.714010417,,,9,146.7,802.13,8,154,303.81,1,8,684,36
45,11,0:31:45,57160,23,22,11,drop,0,1,2,1,1.323170732,0.340625,,,8,223.9,317.95,9,153.7,766.89,1,8,684,36
45,12,0:31:46,57189,23,22,12,net shot,0,0,2,2,1.170731707,0.01625,,,8,251,608.88,8,207.6,351,1,8,684,36
45,13,0:31:47,57214,23,22,11,net shot,0,1,2,1,1.356097561,0.267552083,,,7,243.6,452.65,8,217.8,620.7,1,8,684,36
45,14,0:31:47,57239,23,22,12,push/rush,0,0,1,4,1.335365854,-1.442604167,,,1,254.2,589.48,7,219.1,386.29,1,8,684,36
45,15,0:31:49,57273,23,22,11,clear,1,0,1,8,-0.667073171,1.32515625,,,8,206.9,238.13,8,217.1,698.11,1,8,684,36
45,16,0:31:50,57300,23,22,12,smash,1,0,2,8,-0.847560976,-1.02875,,,8,145.8,732.17,8,172.5,247.81,1,8,684,36
45,17,0:31:50,57316,23,22,11,defensive shot,0,0,2,8,-0.346341463,0.667604167,,,8,125.6,268.99,9,127.4,769.9,1,8,684,36
45,18,0:31:51,57340,23,22,12,net shot,0,1,2,2,1.263414634,-0.29765625,,,8,185.9,636.3,8,151.4,322.14,1,8,684,36
45,19,0:31:52,57363,23,22,11,net shot,0,1,2,1,1.173170732,0.403541667,,,7,226.5,381.53,8,196.4,691.14,1,8,684,36
45,20,0:31:52,57387,23,22,12,push/rush,0,0,1,8,-0.819512195,-1.368177083,,,8,233.9,631.75,8,207,333.65,1,8,684,36
45,21,0:31:53,57419,23,22,11,drive,0,0,1,6,-1.075609756,1.095520833,,,8,128.5,228.25,8,184.7,700.65,1,8,684,36
45,22,0:31:54,57436,23,22,12,drive,0,1,2,8,0.847560976,-1.03171875,,,8,167.1,705.39,8,130.4,285.51,1,8,684,36
45,23,0:31:55,57452,23,22,11,defensive shot,0,1,2,7,-0.834146341,0.574270833,,,8,143.1,317.17,8,160.2,713.41,1,8,684,36
45,24,0:31:56,57480,23,22,12,net shot,0,1,2,1,-0.886585366,-0.126145833,,,8,153.3,601.07,8,186.3,326.49,1,8,684,36
45,25,0:31:56,57508,23,22,11,net shot,0,0,2,2,-1.030487805,0.244739583,,,7,110.8,436.41,8,151.9,635.24,1,8,684,36
45,26,0:31:57,57534,23,22,12,lob,0,1,1,6,1.326829268,-1.328229167,,,7,117,569.26,7,122.3,446.55,1,8,684,36
45,27,0:31:59,57592,23,22,11,drop,1,0,2,5,1.347560976,0.80453125,,,8,239.5,237.3,8,202.7,712.03,1,8,684,36
45,28,0:32:00,57611,23,22,12,net shot,0,0,2,1,-1.179268293,-0.289791667,,,5,258,685.91,8,237.6,249.07,1,8,684,36
45,29,0:32:01,57645,23,22,11,push/rush,0,0,1,4,-0.906097561,1.521927083,,,1,101.7,399.86,8,191.8,670.33,1,8,684,36
45,30,0:32:02,57681,23,22,12,drop,1,0,2,6,1.36097561,-0.677291667,,,9,115.7,775.68,8,140.9,322.38,1,8,684,36
45,31,0:32:03,57706,23,22,11,net shot,0,1,2,1,1.290243902,0.376510417,,,6,256.6,327.5,8,143.9,742.74,1,8,684,36
45,32,0:32:04,57736,23,22,12,push/rush,0,0,2,5,-0.958536585,-1.302239583,,,8,250.5,628.82,8,215.7,360.53,1,8,684,36
45,33,0:32:05,57770,23,22,11,clear,0,0,1,6,-0.981707317,1.442760417,,,8,125.5,234.3,8,192.6,685.15,1,8,684,36
45,34,0:32:06,57802,23,22,12,smash,1,0,2,5,-1.140243902,-0.925,,,8,118,737.62,8,132.7,263.17,1,8,684,36
45,35,0:32:07,57815,23,22,11,defensive shot,0,0,2,2,-0.967073171,0.599166667,,,8,119,299.3,9,123.3,762.1,1,8,684,36
45,36,0:32:08,57844,23,22,12,push/rush,0,1,2,10,1.75,-1.724583333,out,11,8,126.8,617.32,8,140.2,293.43,1,8,684,36
2,1,0:36:55,66476,1,1,12,short service,0,1,2,7,-0.33902439,0.323177083,,,8,182.9,313.67,8,123,663.26,2,8,687,49
2,2,0:36:56,66499,1,1,11,net shot,0,0,2,7,-0.191463415,-0.056927083,,,7,137.8,562.61,8,170,308.73,2,8,687,49
2,3,0:36:57,66522,1,1,12,lob,0,0,1,4,-0.951219512,1.516822917,,,7,153.4,412.16,7,161.7,593.51,2,8,687,49
2,4,0:36:58,66558,1,1,11,smash,0,0,2,8,0.397560976,-0.801458333,,,8,130,739.67,8,143.9,301.39,2,8,687,49
2,5,0:36:59,66574,1,1,12,defensive shot,0,1,2,6,-0.858536585,0.716302083,,,8,143,285.21,8,126.7,745.93,2,8,687,49
2,6,0:36:59,66595,1,1,11,lob,0,1,1,9,0.636585366,-1.451041667,,,8,132.5,618.69,8,156.3,295.75,2,8,687,49
2,7,0:37:00,66628,1,1,12,smash,0,0,2,5,1.230487805,0.968489583,,,8,191.2,241.48,8,195.8,674.06,2,8,687,49
2,8,0:37:01,66644,1,1,11,defensive shot,0,0,2,2,1.308536585,-0.487291667,,,8,217.9,677.62,8,193,211.32,2,8,687,49
2,9,0:37:02,66668,1,1,12,lob,0,1,1,8,-0.437804878,1.301510417,,,8,239.6,357.63,8,236.1,658.49,2,8,687,49
2,10,0:37:03,66693,1,1,11,smash,1,0,2,5,-1.234146341,-1.039322917,,,8,164,749.88,8,191.1,284.07,2,8,687,49
2,11,0:37:03,66707,1,1,12,defensive shot,0,0,2,2,-1.309756098,0.373333333,,,8,139.8,254.42,8,166.8,723.38,2,8,687,49
2,12,0:37:04,66732,1,1,11,net shot,0,1,2,2,1.135365854,-0.377864583,,,2,85.8,582.15,5,91.3,255.63,2,8,687,49
2,13,0:37:05,66756,1,1,12,lob,0,1,1,9,0.740243902,1.721354167,,,8,236.5,362.5,8,125.3,621.6,2,8,687,49
2,14,0:37:07,66816,1,1,11,drop,0,0,2,8,0.890243902,-0.686041667,,,9,217.6,789.39,8,164,279.21,2,8,687,49
2,15,0:37:07,66835,1,1,12,lob,0,1,1,4,-0.903658537,1.552760417,,,8,166.4,279.16,8,211.2,713.11,2,8,687,49
2,16,0:37:09,66870,1,1,11,clear,1,0,1,3,-1.47195122,-1.42609375,,,8,138.2,732.2,8,160.8,265.31,2,8,687,49
2,17,0:37:10,66909,1,1,12,smash,0,0,2,5,1.159756098,0.982395833,,,3,65.4,186.5,8,164.5,670.54,2,8,687,49
2,18,0:37:10,66923,1,1,11,defensive shot,0,0,2,6,1.115853659,-0.547447917,,,8,182.6,660.22,10,47.4,167.49,2,8,687,49
2,19,0:37:11,66953,1,1,12,lob,0,1,2,8,-0.81097561,1.348333333,,,8,226,310.08,5,264.1,649.08,2,8,687,49
2,20,0:37:12,66986,1,1,11,clear,0,1,1,5,-1.215853659,-1.098802083,,,8,138.8,737.52,8,168.2,300.83,2,8,687,49
2,21,0:37:13,67006,1,1,12,drop,0,0,2,2,-1.164634146,0.30078125,,,8,123.2,271.86,8,163.6,708.85,2,8,687,49
2,22,0:37:14,67032,1,1,11,lob,0,1,1,4,1.048780488,-1.439270833,,,2,98.1,566.3,5,98.7,266.84,2,8,687,49
2,23,0:37:15,67076,1,1,12,drop,1,0,2,7,-0.756097561,0.54109375,,,8,222.4,210.53,8,187.6,654.98,2,8,687,49
2,24,0:37:16,67099,1,1,11,net shot,0,1,2,1,-1.091463415,-0.383177083,,,8,135.4,617.24,9,233.1,200.91,2,8,687,49
2,25,0:37:17,67131,1,1,12,lob,0,0,1,9,-0.781707317,1.637239583,,,8,109.7,348.16,8,150.7,639.34,2,8,687,49
2,26,0:37:19,67182,1,1,11,drop,0,0,2,5,-1.212195122,-0.55203125,,,9,124,767,8,145.3,282.42,2,8,687,49
2,27,0:37:20,67203,1,1,12,net shot,0,0,2,2,-1.092682927,0.254375,,,5,93.8,313.07,8,144.2,741.7,2,8,687,49
2,28,0:37:21,67235,1,1,11,net shot,0,1,2,1,-1.004878049,-0.009739583,,,2,95,567.93,8,135.2,325.06,2,8,687,49
2,29,0:37:21,67259,1,1,12,lob,0,0,1,9,0.869512195,1.69296875,,,1,97.5,417.53,7,114.4,562.89,2,8,687,49
2,30,0:37:23,67309,1,1,11,clear,0,0,1,9,0.908536585,-1.404583333,,,9,206.2,787.58,8,173,303.38,2,8,687,49
2,31,0:37:25,67352,1,1,12,drop,0,0,2,1,0.964634146,0.540729167,,,9,229.6,194.7,8,203.5,683.86,2,8,687,49
2,32,0:37:26,67380,1,1,11,lob,0,0,1,3,-1.254878049,-1.445208333,,,8,238.7,609,8,208.7,220.09,2,8,687,49
2,33,0:37:27,67421,1,1,12,clear,0,0,1,3,1.285365854,1.564739583,,,3,100.1,191.93,8,184.3,652.39,2,8,687,49
2,34,0:37:28,67456,1,1,11,drive,0,0,1,6,1.36097561,-0.993333333,,,9,241.7,761.66,8,176.1,259.25,2,8,687,49
2,35,0:37:29,67476,1,1,12,defensive shot,0,1,2,1,1.448780488,0.3309375,,,6,253.8,293.48,8,234.6,706.13,2,8,687,49
2,36,0:37:30,67506,1,1,11,lob,0,0,1,4,1.45,-1.528072917,,,1,272.4,567.42,8,229.3,291.35,2,8,687,49
2,37,0:37:31,67556,1,1,12,drop,0,0,2,1,1.484146341,0.462447917,,,4,266.4,187.32,8,210.2,652.18,2,8,687,49
2,38,0:37:32,67584,1,1,11,net shot,0,0,2,7,-0.369512195,0.0165625,,,5,278,608.61,8,226.4,249.36,2,8,687,49
2,39,0:37:33,67614,1,1,12,net shot,0,0,2,2,-1.076829268,0.159791667,,,7,160.9,405.42,8,226.7,617.77,2,8,687,49
2,40,0:37:34,67645,1,1,11,lob,0,1,1,9,0.884146341,-1.453958333,,,7,111.1,539.8,8,156.4,352.07,2,8,687,49
2,41,0:37:36,67701,1,1,12,drop,0,0,2,5,1.147560976,0.760677083,,,9,229.1,162.26,8,194.5,662.69,2,8,687,49
2,42,0:37:37,67721,1,1,11,net shot,0,0,2,6,0.934146341,-0.5709375,,,8,223.9,648.1,8,224.3,210.48,2,8,687,49
2,43,0:37:38,67749,1,1,12,lob,0,1,1,3,1.076829268,1.6003125,,,8,207,315.74,8,193.2,649.68,2,8,687,49
2,44,0:37:39,67785,1,1,11,clear,0,0,1,4,1.265853659,-1.376041667,,,8,225.8,750.64,8,181.4,292.47,2,8,687,49
2,45,0:37:40,67826,1,1,12,drop,1,0,2,2,-1.26097561,0.451302083,,,8,250.3,215.94,8,200.3,694.68,2,8,687,49
2,46,0:37:41,67854,1,1,11,net shot,0,1,2,1,-0.885365854,-0.158541667,,,6,98.8,608.97,8,215.7,237.91,2,8,687,49
2,47,0:37:42,67887,1,1,12,lob,0,0,1,3,1.035365854,1.634947917,,,7,109.1,397.48,8,134.1,615.82,2,8,687,49
2,48,0:37:44,67941,1,1,11,clear,0,0,1,9,0.847560976,-1.420364583,,,9,220.1,774.4,8,165.8,295.53,2,8,687,49
2,49,0:37:46,67982,1,1,12,drop,0,0,2,2,1.22195122,0.03625,touched the net,11,9,230.7,197.83,8,205.8,694.64,2,8,687,49
4,1,0:38:38,69563,1,3,12,short service,0,1,2,1,1.181707317,0.3234375,,,8,175.9,319.02,8,212.4,666.38,2,8,689,9
4,2,0:38:39,69590,1,3,11,net shot,0,0,2,2,1.331707317,-0.252760417,,,7,237,572.61,8,175.4,295.3,2,8,689,9
4,3,0:38:40,69616,1,3,12,lob,0,1,1,3,1.434146341,1.5796875,,,7,246.6,371.8,8,200.5,619.45,2,8,689,9
4,4,0:38:41,69656,1,3,11,drop,0,0,2,2,1.347560976,-0.451145833,,,3,259,782.79,8,198.2,313.33,2,8,689,9
4,5,0:38:42,69678,1,3,12,push/rush,0,1,2,5,1.473170732,1.10046875,,,8,247.2,355.05,8,227.1,728.52,2,8,689,9
4,6,0:38:43,69697,1,3,11,clear,0,0,1,4,1.142682927,-1.524375,,,8,211.1,667.66,8,193.8,297.56,2,8,689,9
4,7,0:38:44,69737,1,3,12,drop,0,0,2,8,-0.393902439,0.759739583,,,4,251.8,181.29,8,228,689.73,2,8,689,9
4,8,0:38:45,69755,1,3,11,net shot,0,1,1,7,-0.137804878,-0.230260417,,,8,190.4,643.04,8,227.9,216.53,2,8,689,9
4,9,0:38:46,69780,1,3,12,push/rush,0,0,2,8,-0.31097561,1.086666667,opponent's ball landed,11,7,179.3,405.08,8,190.4,677.82,2,8,689,9
5,1,0:39:06,70389,1,4,12,short service,0,1,2,7,-0.013414634,0.32125,,,8,181.2,311.1,8,126.7,664.5,2,8,690,11
5,2,0:39:07,70413,1,4,11,net shot,0,0,2,2,1.143902439,-0.173645833,,,7,143.9,564.14,8,160.4,290.25,2,8,690,11
5,3,0:39:08,70440,1,4,12,lob,0,1,1,9,0.696341463,1.65,,,7,241.1,369.55,8,187.5,618.16,2,8,690,11
5,4,0:39:09,70486,1,4,11,smash,0,0,2,5,-1.287804878,-0.937708333,,,9,222.8,784.76,8,164.5,270.85,2,8,690,11
